date,code,close
2023-06-20,1441,8.06
2023-06-20,1442,31.85
2023-06-20,1443,28.85
2023-06-20,1444,10.85
2023-06-20,1445,19.95
2023-06-20,1446,34.1
2023-06-20,1447,8.01
2023-06-20,1449,23.6
2023-06-20,1451,22.0
2023-06-20,1452,17.6
2023-06-20,1453,14.65
2023-06-20,1454,16.5
2023-06-20,1455,10.35
2023-06-20,1456,16.55
2023-06-20,1457,17.8
2023-06-20,1459,9.13
2023-06-20,1460,8.76
2023-06-20,1463,14.6
2023-06-20,1464,15.5
2023-06-20,1465,14.3
2023-06-20,1466,11.3
2023-06-20,1467,11.55
2023-06-20,1468,15.7
2023-06-20,1470,20.4
2023-06-20,1471,11.8
2023-06-20,1472,34.85
2023-06-20,1473,24.6
2023-06-20,1474,13.2
2023-06-20,1475,56.9
2023-06-20,1476,490.0
2023-06-20,1477,266.5
2023-06-20,1503,154.0
2023-06-20,1504,56.9
2023-06-20,1506,18.75
2023-06-20,1512,14.2
2023-06-20,1513,132.0
2023-06-20,1514,61.1
2023-06-20,1515,37.0
2023-06-20,1516,20.65
2023-06-20,1517,18.75
2023-06-20,1519,162.0
2023-06-20,1521,40.75
2023-06-20,1522,36.35
2023-06-20,1522A,46.1
2023-06-20,1524,24.1
2023-06-20,1525,115.5
2023-06-20,1526,39.65
2023-06-20,1527,41.95
2023-06-20,1528,17.55
2023-06-20,1529,42.85
2023-06-20,1530,33.4
2023-06-20,1531,14.6
2023-06-20,1532,36.0
2023-06-20,1533,61.9
2023-06-20,1535,54.5
2023-06-20,1536,71.4
2023-06-20,1537,143.0
2023-06-20,1538,9.5
2023-06-20,1539,28.75
2023-06-20,1540,17.85
2023-06-20,1541,36.25
2023-06-20,1558,114.0
2023-06-20,1560,127.5
2023-06-20,1568,26.3
2023-06-20,1582,59.6
2023-06-20,1583,70.6
2023-06-20,1587,22.35
2023-06-20,1589,71.3
2023-06-20,1590,1025.0
2023-06-20,1597,75.0
2023-06-20,1598,38.85
2023-06-20,1603,31.0
2023-06-20,1604,27.0
2023-06-20,1605,46.9
2023-06-20,1608,23.6
2023-06-20,1609,38.7
2023-06-20,1611,18.5
2023-06-20,1612,27.9
2023-06-20,1614,38.85
2023-06-20,1615,38.75
2023-06-20,1616,10.85
2023-06-20,1617,16.35
2023-06-20,1618,20.35
2023-06-20,1626,18.55
2023-06-20,1701,25.75
2023-06-20,1702,47.35
2023-06-20,1707,170.5
2023-06-20,1708,38.9
2023-06-20,1709,24.55
2023-06-20,1710,22.65
2023-06-20,1711,20.9
2023-06-20,1712,35.55
2023-06-20,1713,32.3
2023-06-20,1714,8.92
2023-06-20,1717,33.05
2023-06-20,1718,8.26
2023-06-20,1720,68.3
2023-06-20,1721,15.55
2023-06-20,1722,61.4
2023-06-20,1723,118.5
2023-06-20,1725,22.65
2023-06-20,1726,75.1
2023-06-20,1727,37.45
2023-06-20,1730,59.0
2023-06-20,1731,24.5
2023-06-20,1732,27.9
2023-06-20,1733,27.3
2023-06-20,1734,38.6
2023-06-20,1735,16.5
2023-06-20,1736,70.3
2023-06-20,1737,34.0
2023-06-20,1752,60.5
2023-06-20,1760,132.0
2023-06-20,1762,86.5
2023-06-20,1773,133.0
2023-06-20,1776,17.75
2023-06-20,1783,61.2
2023-06-20,1786,78.6
2023-06-20,1789,28.9
2023-06-20,1795,320.0
2023-06-20,1802,19.2
2023-06-20,1805,9.95
2023-06-20,1806,10.95
2023-06-20,1808,75.9
2023-06-20,1809,15.05
2023-06-20,1810,25.0
2023-06-20,1817,39.25
2023-06-20,1903,54.2
2023-06-20,1904,32.6
2023-06-20,1905,27.75
2023-06-20,1906,16.4
2023-06-20,1907,35.2
2023-06-20,1909,16.9
2023-06-20,2002,29.75
2023-06-20,2002A,45.35
2023-06-20,2006,58.8
2023-06-20,2007,10.5
2023-06-20,2008,19.6
2023-06-20,2009,32.4
2023-06-20,2010,16.55
2023-06-20,2012,27.9
2023-06-20,2013,57.8
2023-06-20,2014,24.65
2023-06-20,2015,71.4
2023-06-20,2017,17.8
2023-06-20,2020,23.6
2023-06-20,2022,9.97
2023-06-20,2023,15.5
2023-06-20,2024,17.9
2023-06-20,2025,5.65
2023-06-20,2027,47.5
2023-06-20,2028,24.1
2023-06-20,2029,25.1
2023-06-20,2030,23.2
2023-06-20,2031,47.3
2023-06-20,2032,18.2
2023-06-20,2033,15.05
2023-06-20,2034,29.05
2023-06-20,2038,20.15
2023-06-20,2049,243.5
2023-06-20,2059,507.0
2023-06-20,2062,22.65
2023-06-20,2069,19.75
2023-06-20,2101,40.8
2023-06-20,2102,19.4
2023-06-20,2103,26.75
2023-06-20,2104,21.85
2023-06-20,2105,41.05
2023-06-20,2106,31.75
2023-06-20,2107,22.3
2023-06-20,2108,38.7
2023-06-20,2109,14.8
2023-06-20,2114,115.5
2023-06-20,2115,34.2
2023-06-20,2201,83.1
2023-06-20,2204,91.3
2023-06-20,2206,91.5
2023-06-20,2207,825.0
2023-06-20,2208,24.3
2023-06-20,2211,67.7
2023-06-20,2227,202.5
2023-06-20,2228,93.9
2023-06-20,2231,165.0
2023-06-20,2233,109.5
2023-06-20,2236,57.9
2023-06-20,2239,80.1
2023-06-20,2241,35.0
2023-06-20,2243,19.0
2023-06-20,2247,319.5
2023-06-20,2250,71.1
2023-06-20,2301,105.0
2023-06-20,2302,20.05
2023-06-20,2303,53.7
2023-06-20,2305,24.1
2023-06-20,2308,369.0
2023-06-20,2312,14.8
2023-06-20,2313,43.3
2023-06-20,2314,44.4
2023-06-20,2316,28.05
2023-06-20,2317,112.5
2023-06-20,2321,18.6
2023-06-20,2323,14.25
2023-06-20,2324,28.9
2023-06-20,2327,496.0
2023-06-20,2328,40.1
2023-06-20,2329,23.2
2023-06-20,2330,583.0
2023-06-20,2331,29.85
2023-06-20,2332,20.25
2023-06-20,2337,32.6
2023-06-20,2338,80.2
2023-06-20,2340,40.3
2023-06-20,2342,40.15
2023-06-20,2344,28.85
2023-06-20,2345,359.0
2023-06-20,2347,59.2
2023-06-20,2348,71.8
2023-06-20,2348A,35.35
2023-06-20,2349,9.55
2023-06-20,2351,124.0
2023-06-20,2352,46.8
2023-06-20,2353,32.65
2023-06-20,2354,56.1
2023-06-20,2355,31.85
2023-06-20,2356,43.1
2023-06-20,2357,310.0
2023-06-20,2358,10.85
2023-06-20,2359,35.25
2023-06-20,2360,255.0
2023-06-20,2362,33.45
2023-06-20,2363,18.25
2023-06-20,2364,101.0
2023-06-20,2365,11.8
2023-06-20,2367,17.95
2023-06-20,2368,142.0
2023-06-20,2369,15.45
2023-06-20,2371,49.95
2023-06-20,2373,80.7
2023-06-20,2374,20.85
2023-06-20,2375,68.0
2023-06-20,2376,256.0
2023-06-20,2377,174.0
2023-06-20,2379,392.0
2023-06-20,2380,10.1
2023-06-20,2382,145.0
2023-06-20,2383,243.0
2023-06-20,2385,94.0
2023-06-20,2387,43.3
2023-06-20,2388,80.5
2023-06-20,2390,12.8
2023-06-20,2392,41.6
2023-06-20,2393,48.8
2023-06-20,2395,408.0
2023-06-20,2397,79.8
2023-06-20,2399,22.6
2023-06-20,2401,30.35
2023-06-20,2402,31.5
2023-06-20,2404,213.5
2023-06-20,2405,15.05
2023-06-20,2406,18.35
2023-06-20,2408,77.4
2023-06-20,2409,19.6
2023-06-20,2412,126.0
2023-06-20,2413,32.8
2023-06-20,2414,36.0
2023-06-20,2415,24.1
2023-06-20,2417,21.75
2023-06-20,2419,27.55
2023-06-20,2420,45.95
2023-06-20,2421,90.4
2023-06-20,2423,37.2
2023-06-20,2424,43.2
2023-06-20,2425,39.35
2023-06-20,2426,18.7
2023-06-20,2427,25.0
2023-06-20,2428,159.5
2023-06-20,2429,20.65
2023-06-20,2430,42.9
2023-06-20,2431,12.75
2023-06-20,2432,51.0
2023-06-20,2433,53.4
2023-06-20,2434,30.3
2023-06-20,2436,54.1
2023-06-20,2438,24.15
2023-06-20,2439,93.5
2023-06-20,2440,11.65
2023-06-20,2441,55.9
2023-06-20,2442,18.3
2023-06-20,2443,3.57
2023-06-20,2444,11.65
2023-06-20,2449,55.8
2023-06-20,2450,34.55
2023-06-20,2451,77.7
2023-06-20,2453,73.7
2023-06-20,2454,691.0
2023-06-20,2455,126.0
2023-06-20,2457,79.4
2023-06-20,2458,102.0
2023-06-20,2459,58.6
2023-06-20,2460,23.05
2023-06-20,2461,22.0
2023-06-20,2462,33.4
2023-06-20,2464,38.15
2023-06-20,2465,36.8
2023-06-20,2466,36.4
2023-06-20,2467,48.1
2023-06-20,2468,42.5
2023-06-20,2471,61.6
2023-06-20,2472,62.7
2023-06-20,2474,190.5
2023-06-20,2476,50.1
2023-06-20,2477,20.75
2023-06-20,2478,48.3
2023-06-20,2480,113.5
2023-06-20,2481,68.2
2023-06-20,2482,73.3
2023-06-20,2483,27.15
2023-06-20,2484,35.95
2023-06-20,2485,20.5
2023-06-20,2486,44.8
2023-06-20,2488,32.85
2023-06-20,2489,14.6
2023-06-20,2491,15.6
2023-06-20,2492,94.8
2023-06-20,2493,65.2
2023-06-20,2495,22.8
2023-06-20,2496,53.0
2023-06-20,2497,70.6
2023-06-20,2498,58.7
2023-06-20,2501,16.25
2023-06-20,2504,26.25
2023-06-20,2505,18.4
2023-06-20,2506,9.46
2023-06-20,2509,16.1
2023-06-20,2511,12.05
2023-06-20,2514,16.6
2023-06-20,2515,11.15
2023-06-20,2516,5.4
2023-06-20,2520,29.7
2023-06-20,2524,31.65
2023-06-20,2527,24.85
2023-06-20,2528,26.65
2023-06-20,2530,24.35
2023-06-20,2534,22.65
2023-06-20,2535,33.0
2023-06-20,2536,26.1
2023-06-20,2537,7.42
2023-06-20,2538,12.9
2023-06-20,2539,40.2
2023-06-20,2540,77.5
2023-06-20,2542,42.15
2023-06-20,2543,10.0
2023-06-20,2545,45.5
2023-06-20,2546,71.3
2023-06-20,2547,9.1
2023-06-20,2548,90.6
2023-06-20,2597,118.0
2023-06-20,2601,9.09
2023-06-20,2603,162.5
2023-06-20,2605,21.15
2023-06-20,2606,48.5
2023-06-20,2607,28.55
2023-06-20,2608,39.3
2023-06-20,2609,63.2
2023-06-20,2610,27.55
2023-06-20,2611,13.95
2023-06-20,2612,41.5
2023-06-20,2613,21.8
2023-06-20,2614,18.3
2023-06-20,2615,61.0
2023-06-20,2616,32.5
2023-06-20,2617,30.5
2023-06-20,2618,39.85
2023-06-20,2630,62.5
2023-06-20,2633,32.4
2023-06-20,2634,65.0
2023-06-20,2636,71.9
2023-06-20,2637,50.5
2023-06-20,2642,44.3
2023-06-20,2645,118.0
2023-06-20,2701,14.6
2023-06-20,2702,28.9
2023-06-20,2704,54.8
2023-06-20,2705,26.15
2023-06-20,2706,19.2
2023-06-20,2707,295.0
2023-06-20,2712,42.75
2023-06-20,2722,108.5
2023-06-20,2723,152.0
2023-06-20,2727,332.5
2023-06-20,2731,178.0
2023-06-20,2739,81.5
2023-06-20,2748,120.0
2023-06-20,2753,192.5
2023-06-20,2801,18.85
2023-06-20,2809,35.95
2023-06-20,2812,14.8
2023-06-20,2816,18.4
2023-06-20,2820,15.4
2023-06-20,2832,22.95
2023-06-20,2834,14.2
2023-06-20,2836,12.35
2023-06-20,2836A,21.65
2023-06-20,2838,16.5
2023-06-20,2838A,52.5
2023-06-20,2845,11.8
2023-06-20,2849,15.2
2023-06-20,2850,51.8
2023-06-20,2851,20.8
2023-06-20,2852,16.0
2023-06-20,2855,17.5
2023-06-20,2867,5.36
2023-06-20,2880,22.25
2023-06-20,2881,61.1
2023-06-20,2881A,61.6
2023-06-20,2881B,59.8
2023-06-20,2881C,57.8
2023-06-20,2882,44.35
2023-06-20,2882A,59.5
2023-06-20,2882B,59.9
2023-06-20,2883,12.7
2023-06-20,2883B,7.15
2023-06-20,2884,26.3
2023-06-20,2885,24.25
2023-06-20,2886,37.45
2023-06-20,2887,19.0
2023-06-20,2887E,50.4
2023-06-20,2887F,48.15
2023-06-20,2888,9.01
2023-06-20,2888A,32.0
2023-06-20,2888B,32.0
2023-06-20,2889,12.05
2023-06-20,2890,17.3
2023-06-20,2891,25.05
2023-06-20,2891B,58.6
2023-06-20,2891C,59.1
2023-06-20,2892,27.8
2023-06-20,2897,10.05
2023-06-20,2897A,10.4
2023-06-20,2901,27.3
2023-06-20,2903,23.6
2023-06-20,2904,20.3
2023-06-20,2905,15.1
2023-06-20,2906,17.45
2023-06-20,2908,20.05
2023-06-20,2910,30.05
2023-06-20,2911,7.3
2023-06-20,2912,283.5
2023-06-20,2913,23.6
2023-06-20,2915,59.3
2023-06-20,2923,25.55
2023-06-20,2929,12.2
2023-06-20,2939,31.4
2023-06-20,2945,41.8
2023-06-20,3002,14.1
2023-06-20,3003,84.7
2023-06-20,3004,95.3
2023-06-20,3005,72.1
2023-06-20,3006,85.8
2023-06-20,3008,2160.0
2023-06-20,3010,87.1
2023-06-20,3011,30.55
2023-06-20,3013,28.9
2023-06-20,3014,113.0
2023-06-20,3015,52.5
2023-06-20,3016,65.4
2023-06-20,3017,252.0
2023-06-20,3019,66.6
2023-06-20,3021,23.0
2023-06-20,3022,90.9
2023-06-20,3023,372.5
2023-06-20,3024,15.2
2023-06-20,3025,44.95
2023-06-20,3026,105.5
2023-06-20,3027,52.1
2023-06-20,3028,34.45
2023-06-20,3029,62.6
2023-06-20,3030,59.7
2023-06-20,3031,20.15
2023-06-20,3032,61.4
2023-06-20,3033,33.25
2023-06-20,3034,449.0
2023-06-20,3035,196.0
2023-06-20,3036,67.9
2023-06-20,3036A,48.2
2023-06-20,3037,188.5
2023-06-20,3038,36.8
2023-06-20,3040,32.2
2023-06-20,3041,19.75
2023-06-20,3042,95.6
2023-06-20,3043,39.2
2023-06-20,3044,120.0
2023-06-20,3045,102.5
2023-06-20,3046,94.2
2023-06-20,3047,15.95
2023-06-20,3048,28.15
2023-06-20,3049,10.55
2023-06-20,3050,16.45
2023-06-20,3051,19.6
2023-06-20,3052,12.15
2023-06-20,3054,21.3
2023-06-20,3055,39.0
2023-06-20,3056,47.35
2023-06-20,3057,12.1
2023-06-20,3058,29.25
2023-06-20,3059,35.0
2023-06-20,3060,17.45
2023-06-20,3062,22.05
2023-06-20,3090,58.5
2023-06-20,3092,39.5
2023-06-20,3094,33.4
2023-06-20,3130,214.0
2023-06-20,3138,148.0
2023-06-20,3149,14.35
2023-06-20,3164,25.45
2023-06-20,3167,42.7
2023-06-20,3189,116.5
2023-06-20,3209,41.15
2023-06-20,3229,19.4
2023-06-20,3231,77.7
2023-06-20,3257,67.1
2023-06-20,3266,13.65
2023-06-20,3296,16.65
2023-06-20,3305,52.7
2023-06-20,3308,44.35
2023-06-20,3311,34.8
2023-06-20,3312,23.3
2023-06-20,3321,6.79
2023-06-20,3338,48.75
2023-06-20,3346,47.5
2023-06-20,3356,48.15
2023-06-20,3376,90.6
2023-06-20,3380,39.1
2023-06-20,3406,394.5
2023-06-20,3413,204.0
2023-06-20,3416,116.5
2023-06-20,3419,20.05
2023-06-20,3432,12.15
2023-06-20,3437,19.1
2023-06-20,3443,1690.0
2023-06-20,3447,45.2
2023-06-20,3450,37.45
2023-06-20,3454,193.0
2023-06-20,3481,15.7
2023-06-20,3494,8.33
2023-06-20,3501,56.2
2023-06-20,3504,77.1
2023-06-20,3515,222.0
2023-06-20,3518,30.85
2023-06-20,3528,60.8
2023-06-20,3530,79.7
2023-06-20,3532,165.0
2023-06-20,3533,890.0
2023-06-20,3535,20.3
2023-06-20,3543,23.2
2023-06-20,3545,79.8
2023-06-20,3550,16.15
2023-06-20,3557,70.1
2023-06-20,3563,221.5
2023-06-20,3576,19.3
2023-06-20,3583,157.5
2023-06-20,3588,54.1
2023-06-20,3591,25.5
2023-06-20,3592,375.0
2023-06-20,3593,12.55
2023-06-20,3596,118.0
2023-06-20,3605,29.65
2023-06-20,3607,15.05
2023-06-20,3617,215.0
2023-06-20,3622,35.0
2023-06-20,3645,38.0
2023-06-20,3652,39.15
2023-06-20,3653,666.0
2023-06-20,3661,1845.0
2023-06-20,3665,292.5
2023-06-20,3669,42.1
2023-06-20,3673,42.7
2023-06-20,3679,84.2
2023-06-20,3682,6.84
2023-06-20,3686,15.5
2023-06-20,3694,27.8
2023-06-20,3701,67.7
2023-06-20,3702,54.5
2023-06-20,3702A,48.25
2023-06-20,3703,31.2
2023-06-20,3704,41.4
2023-06-20,3705,43.65
2023-06-20,3706,34.5
2023-06-20,3708,96.6
2023-06-20,3711,126.5
2023-06-20,3712,36.25
2023-06-20,3714,53.1
2023-06-20,3715,30.25
2023-06-20,4104,91.9
2023-06-20,4106,31.95
2023-06-20,4108,23.55
2023-06-20,4119,117.0
2023-06-20,4133,35.3
2023-06-20,4137,206.5
2023-06-20,4142,37.55
2023-06-20,4148,59.2
2023-06-20,4155,36.0
2023-06-20,4164,61.3
2023-06-20,4190,84.7
2023-06-20,4306,15.95
2023-06-20,4426,22.9
2023-06-20,4438,122.0
2023-06-20,4439,124.0
2023-06-20,4440,31.0
2023-06-20,4526,18.5
2023-06-20,4532,18.0
2023-06-20,4536,199.0
2023-06-20,4540,40.5
2023-06-20,4545,29.6
2023-06-20,4551,147.5
2023-06-20,4552,33.4
2023-06-20,4555,51.8
2023-06-20,4557,114.5
2023-06-20,4560,39.25
2023-06-20,4562,16.55
2023-06-20,4564,28.85
2023-06-20,4566,57.5
2023-06-20,4571,76.4
2023-06-20,4572,183.0
2023-06-20,4576,75.0
2023-06-20,4581,64.9
2023-06-20,4583,199.5
2023-06-20,4720,15.2
2023-06-20,4722,35.1
2023-06-20,4737,77.5
2023-06-20,4739,92.2
2023-06-20,4746,85.7
2023-06-20,4755,150.5
2023-06-20,4763,530.0
2023-06-20,4764,49.2
2023-06-20,4766,176.5
2023-06-20,4770,326.0
2023-06-20,4807,19.65
2023-06-20,4904,78.5
2023-06-20,4906,30.15
2023-06-20,4912,68.6
2023-06-20,4915,65.0
2023-06-20,4916,44.85
2023-06-20,4919,129.5
2023-06-20,4927,60.8
2023-06-20,4930,27.0
2023-06-20,4934,32.5
2023-06-20,4935,57.6
2023-06-20,4938,76.4
2023-06-20,4942,40.6
2023-06-20,4943,15.6
2023-06-20,4952,57.5
2023-06-20,4956,16.15
2023-06-20,4958,105.5
2023-06-20,4960,11.75
2023-06-20,4961,157.5
2023-06-20,4967,73.6
2023-06-20,4968,176.0
2023-06-20,4976,42.2
2023-06-20,4977,89.8
2023-06-20,4989,27.1
2023-06-20,4994,46.7
2023-06-20,4999,37.4
2023-06-20,5007,54.8
2023-06-20,5203,92.7
2023-06-20,5215,46.85
2023-06-20,5222,198.5
2023-06-20,5225,46.5
2023-06-20,5234,108.0
2023-06-20,5243,81.9
2023-06-20,5244,30.9
2023-06-20,5258,116.0
2023-06-20,5269,1170.0
2023-06-20,5283,108.5
2023-06-20,5284,146.0
2023-06-20,5285,74.7
2023-06-20,5288,188.0
2023-06-20,5306,146.0
2023-06-20,5388,95.7
2023-06-20,5434,186.0
2023-06-20,5469,45.2
2023-06-20,5471,51.4
2023-06-20,5484,23.0
2023-06-20,5515,14.2
2023-06-20,5519,25.05
2023-06-20,5521,7.64
2023-06-20,5522,61.0
2023-06-20,5525,27.05
2023-06-20,5531,12.0
2023-06-20,5533,19.45
2023-06-20,5534,80.5
2023-06-20,5538,39.1
2023-06-20,5546,42.35
2023-06-20,5607,67.0
2023-06-20,5608,23.35
2023-06-20,5706,114.0
2023-06-20,5871,205.0
2023-06-20,5871A,99.7
2023-06-20,5876,45.7
2023-06-20,5880,28.1
2023-06-20,5906,77.8
2023-06-20,5907,15.7
2023-06-20,6005,14.55
2023-06-20,6024,42.3
2023-06-20,6108,17.8
2023-06-20,6112,71.0
2023-06-20,6115,46.6
2023-06-20,6116,13.6
2023-06-20,6117,17.15
2023-06-20,6120,15.55
2023-06-20,6128,35.3
2023-06-20,6133,18.05
2023-06-20,6136,19.5
2023-06-20,6139,57.9
2023-06-20,6141,17.5
2023-06-20,6142,12.65
2023-06-20,6152,10.3
2023-06-20,6153,24.05
2023-06-20,6155,25.65
2023-06-20,6164,14.15
2023-06-20,6165,32.0
2023-06-20,6166,72.2
2023-06-20,6168,24.0
2023-06-20,6176,124.5
2023-06-20,6177,31.6
2023-06-20,6183,66.5
2023-06-20,6184,50.7
2023-06-20,6189,43.6
2023-06-20,6191,42.2
2023-06-20,6192,76.3
2023-06-20,6196,143.5
2023-06-20,6197,61.5
2023-06-20,6201,44.75
2023-06-20,6202,70.4
2023-06-20,6205,72.8
2023-06-20,6206,72.1
2023-06-20,6209,29.25
2023-06-20,6213,70.5
2023-06-20,6214,116.0
2023-06-20,6215,29.65
2023-06-20,6216,27.85
2023-06-20,6224,64.5
2023-06-20,6225,10.2
2023-06-20,6226,11.75
2023-06-20,6230,163.0
2023-06-20,6235,153.0
2023-06-20,6239,103.0
2023-06-20,6243,51.6
2023-06-20,6257,55.9
